closureSchema,cube.protocol-command-closure
closureSchemaVersion,1
closureSha256,bcbe1152c7de3a837848dd3cf3d5e424b3fe73aced220c5563c19661b5dbe65f
input.firmwareFacts,cube.ltd-firmware.protocol-fact-inventory,4,f0a27ef0e1d42498d79b18c2752fbf88486a67aa9bce538625d4427b6e459304
input.toolCatalog,cube.ltd-device-debug-tool.protocol-catalog,2,757f47db2a732816456494d0692fbaf0f31ac323f7b9e6de40372da448d90137
input.comparisonPolicy,cube.protocol-catalog-comparison-policy,1,46e06af6f00ec1f1e5c1cc10a401c4e94bde4f838dfe5b3d662a0560de20f136
input.catalogDiff,cube.protocol-catalog-comparison,1,5041f0088b84f2314272201c8f4eefd18600743c27040de1e815975c9537b891

profileId,commandName,isEnabled,functionCode,address,quantity,encodedValues,externalSymbol,cpu2CommandName,cpu2CommandValue,semanticClassification,parameterSync,cpu2Dispatch,cpu2Ack,completion,cleanup,benchVerification,primaryClassification,closureStatus,blockingReasons
dsm,forceZero,True,5,263,1,[65280],COM_FORCE_ZERO,CMD_CALIBRATE_ZERO,101,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
dsm,intervalDensity,True,5,22,1,[65280],COM_INTERVAL_DENSITY,CMD_MEASURE_DENSITY_RANGE,13,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
dsm,meterDensity,True,5,21,1,[65280],COM_METER_DENSITY,CMD_MEASURE_DENSITY_METER,12,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
dsm,readParameter,True,5,257,1,[65280],COM_READPARAMETER,CMD_READ_PART_PARAMS,15,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
dsm,restoreFactory,True,5,512,1,[65280],COM_RESTOR_EFACTORYSETTING,CMD_RESTORE_FACTORY,108,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
dsm,restoreFile,False,5,514,1,[65280],COM_RESTORY_FILE,CMD_UNKNOWN,255,Invalid,Resolved,NotApplicable,NotApplicable,NotApplicable,NotApplicable,Ineligible,Invalid,Disabled,
dsm,runDown,True,5,259,1,[65280],COM_RUNDOWN,CMD_MOVE_DOWN,105,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
dsm,runUp,True,5,258,1,[65280],COM_RUNUP,CMD_MOVE_UP,104,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,Ineligible,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
dsm,selfCheck,True,5,265,1,[65280],COM_SELF_CHECK,CMD_UNKNOWN,255,CPU3OnlyPlaceholder,Resolved,NotApplicable,NotApplicable,NotApplicable,NotApplicable,Ineligible,CPU3OnlyPlaceholder,ControlledClosure,
dsm,setWorkPattern,False,5,10,1,[65280],COM_SET_WORKPATTER,CMD_UNKNOWN,255,NoOp,Resolved,NotApplicable,NotApplicable,NotApplicable,NotApplicable,Ineligible,NoOp,Disabled,
dsm,setZeroAngle,False,5,261,1,[65280],COM_SET_ZEROANGLE,CMD_UNKNOWN,255,Invalid,Resolved,NotApplicable,NotApplicable,NotApplicable,NotApplicable,Ineligible,Invalid,Disabled,
dsm,setZeroCircle,False,5,260,1,[65280],COM_SET_ZEROCIRCLE,CMD_UNKNOWN,255,Invalid,Resolved,NotApplicable,NotApplicable,NotApplicable,NotApplicable,Ineligible,Invalid,Disabled,
dsm,singleMonitor,True,5,14,1,[65280],COM_SP_TEST,CMD_MONITOR_SINGLE,6,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,Ineligible,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
dsm,singlePoint,True,5,13,1,[65280],COM_SINGLE_POINT,CMD_MEASURE_SINGLE,5,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,Ineligible,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
dsm,spreadPoints,True,5,15,1,[65280],COM_SPREADPOINTS,CMD_MEASURE_DISTRIBUTED,10,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
dsm,spreadPointsAuto,True,5,16,1,[65280],COM_SPREADPOINTS_AI,CMD_MEASURE_DISTRIBUTED,10,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
dsm,synthetic,True,5,20,1,[65280],COM_SYNTHETIC,CMD_SYNTHETIC,7,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
dsm,waterFollow,True,5,23,1,[65280],COM_WATER_FOLLOW,CMD_FOLLOW_WATER,8,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,backZero,True,16,0,2,"[0,1]",CMD_BACK_ZERO,CMD_BACK_ZERO,1,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,calibrateOil,True,16,0,2,"[0,102]",CMD_CALIBRATE_OIL,CMD_CALIBRATE_OIL,102,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,calibrateTankHeight,True,16,0,2,"[0,110]",CMD_CALIBRATE_TANKHEIGHT,CMD_CALIBRATE_TANKHEIGHT,110,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,calibrateWater,True,16,0,2,"[0,116]",CMD_CALIBRATE_WATER,CMD_CALIBRATE_WATER,116,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,calibrateZero,True,16,0,2,"[0,101]",CMD_CALIBRATE_ZERO,CMD_CALIBRATE_ZERO,101,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,cancel,True,16,0,2,"[0,16]",CMD_CANCEL_MEASUREMENT,CMD_CANCEL_MEASUREMENT,16,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,correctOil,True,16,0,2,"[0,103]",CMD_CORRECT_OIL,CMD_CORRECT_OIL,103,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,debugMode,True,16,0,2,"[0,100]",CMD_DEBUG_MODE,CMD_DEBUG_MODE,100,NoOp,Resolved,NoAction,NotApplicable,NotApplicable,NotApplicable,Ineligible,NoOp,ControlledClosure,
ltd-modbus,findBottom,True,16,0,2,"[0,4]",CMD_FIND_BOTTOM,CMD_FIND_BOTTOM,4,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,findOil,True,16,0,2,"[0,2]",CMD_FIND_OIL,CMD_FIND_OIL,2,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,findWater,True,16,0,2,"[0,3]",CMD_FIND_WATER,CMD_FIND_WATER,3,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,followWater,True,16,0,2,"[0,8]",CMD_FOLLOW_WATER,CMD_FOLLOW_WATER,8,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,forceMoveDown,True,16,0,2,"[0,114]",CMD_FORCE_MOVE_DOWN,CMD_FORCE_MOVE_DOWN,114,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,forceMoveUp,True,16,0,2,"[0,113]",CMD_FORCE_MOVE_UP,CMD_FORCE_MOVE_UP,113,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,gbMeasureDistributed,True,16,0,2,"[0,11]",CMD_GB_MEASURE_DISTRIBUTED,CMD_GB_MEASURE_DISTRIBUTED,11,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,maintenanceMode,True,16,0,2,"[0,109]",CMD_MAINTENANCE_MODE,CMD_MAINTENANCE_MODE,109,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,measureDensityMeter,True,16,0,2,"[0,12]",CMD_MEASURE_DENSITY_METER,CMD_MEASURE_DENSITY_METER,12,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,measureDensityRange,True,16,0,2,"[0,13]",CMD_MEASURE_DENSITY_RANGE,CMD_MEASURE_DENSITY_RANGE,13,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,measureDistributed,True,16,0,2,"[0,10]",CMD_MEASURE_DISTRIBUTED,CMD_MEASURE_DISTRIBUTED,10,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,measureSingle,True,16,0,2,"[0,5]",CMD_MEASURE_SINGLE,CMD_MEASURE_SINGLE,5,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,monitorSingle,True,16,0,2,"[0,6]",CMD_MONITOR_SINGLE,CMD_MONITOR_SINGLE,6,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,moveDown,True,16,0,2,"[0,105]",CMD_MOVE_DOWN,CMD_MOVE_DOWN,105,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,moveUp,True,16,0,2,"[0,104]",CMD_MOVE_UP,CMD_MOVE_UP,104,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,none,True,16,0,2,"[0,0]",CMD_NONE,CMD_NONE,0,NoOp,Resolved,NotApplicable,NotApplicable,NotApplicable,NotApplicable,Ineligible,NoOp,ControlledClosure,
ltd-modbus,pairNearestWirelessSlipring,True,16,0,2,"[0,117]",CMD_PAIR_NEAREST_WIRELESS_SLIPRING,CMD_PAIR_NEAREST_WIRELESS_SLIPRING,117,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,readPartParams,True,16,0,2,"[0,15]",CMD_READ_PART_PARAMS,CMD_READ_PART_PARAMS,15,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
